-0.008,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.008,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.008,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.008,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
0.063,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.315,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.315,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
0.504,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.606,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.717,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
0.772,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.819,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.835,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.835,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.835,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.764,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
0.748,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
0.740,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
0.740,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.732,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
0.732,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
0.732,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.732,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
0.732,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
0.724,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
0.701,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
0.693,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
0.685,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
0.685,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
0.685,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
0.685,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.685,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
0.685,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
0.685,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
0.685,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
0.685,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
0.685,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.685,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
0.677,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
0.654,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
0.583,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
0.559,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
0.543,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
0.543,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.543,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.543,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.543,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
0.543,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
0.543,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
0.543,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
0.543,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
0.543,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
0.543,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
0.543,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.543,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
0.543,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.543,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
0.543,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
0.543,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
0.543,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.512,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
0.354,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.220,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.008,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.008,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.008,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.008,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.008,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.008,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.008,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.008,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.008,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.008,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.008,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.008,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.008,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.008,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.008,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.008,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.008,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.008,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.008,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.008,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.008,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.008,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.008,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.008,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.008,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.008,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.008,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.008,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.008,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.008,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.008,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
