-0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.071,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.150,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
0.315,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
0.402,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.504,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
0.543,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
0.583,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.661,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
0.661,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
0.661,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
0.693,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
0.701,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.709,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
0.717,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
0.717,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.717,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
0.717,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
0.717,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
0.717,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
0.717,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
0.717,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
0.717,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
0.717,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
0.717,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
0.717,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
0.717,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
0.717,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
0.654,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
0.646,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
0.638,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
0.638,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
0.630,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
0.630,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
0.630,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
0.630,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000
0.630,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000
0.622,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.614,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000
0.614,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.598,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000
0.591,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000
0.583,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.583,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000
0.583,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000
0.583,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000
0.575,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000
0.575,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000
0.575,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000
0.575,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000
0.575,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000
